harm_one,harm_two,harm_three,harm_four,harm_five,label
0.65677564,0.259853243,0.053985298,0.01714527,0.012240549,0
0.776389237,0.173128003,0.032397483,0.011770983,0.006314294,0
0.785691745,0.180144584,0.017667571,0.013184627,0.003311473,0
0.818939111,0.159322925,0.007660595,0.010079393,0.003997977,0
0.684945979,0.219407482,0.048775164,0.03558598,0.011285395,0
0.696173318,0.134569253,0.054956629,0.074297099,0.0400037,0
0.769953453,0.131262274,0.019559564,0.047692125,0.031532585,0
0.8060169,0.159278021,0.005469217,0.018343461,0.010892402,0
0.745363333,0.168568158,0.014248576,0.050327477,0.021492456,0
0.723081019,0.120955346,0.046004119,0.081570606,0.02838891,0
0.768486284,0.052561299,0.062254027,0.07952965,0.03716874,0
0.793873764,0.038119301,0.075682233,0.032790745,0.059533956,0
0.679704073,0.162831233,0.054599094,0.039730057,0.063135542,0
0.560249086,0.271305118,0.040323405,0.080081496,0.048040895,0
0.523400227,0.32724233,0.050543276,0.072940912,0.025873255,0
0.523482334,0.347624814,0.060452604,0.047061885,0.021378363,0
0.577095901,0.312798729,0.05151328,0.033028531,0.025563559,0
0.623512852,0.256911771,0.045185832,0.044103774,0.03028577,0
0.70845936,0.18624586,0.028486033,0.050542344,0.026266403,0
0.786440858,0.120864768,0.014147203,0.067672698,0.010874473,0
0.842914872,0.030541295,0.058103209,0.058359534,0.01008109,0
0.813817899,0.058908445,0.067347266,0.03341914,0.02650725,0
0.779752164,0.116143806,0.073518291,0.007206629,0.02337911,0
0.730498894,0.148269864,0.074224742,0.023447901,0.0235586,0
0.620245126,0.263848344,0.055856956,0.03655355,0.023496024,0
0.608281244,0.289505402,0.060632107,0.018547245,0.023034002,0
0.562139887,0.302004526,0.066601562,0.042358818,0.026895208,0
0.721881439,0.156173859,0.043183528,0.058361459,0.020399716,0
0.675252653,0.19955495,0.045500267,0.065038258,0.014653871,0
0.604716908,0.282998203,0.025969152,0.072853193,0.013462544,0
0.559560651,0.313170692,0.034441218,0.076557555,0.016269884,0
0.62139558,0.261763793,0.036938648,0.065667048,0.014234931,0
0.782901954,0.077217925,0.058864334,0.06608358,0.014932206,0
0.857525132,0.028365544,0.058613718,0.045373964,0.010121641,0
0.739288345,0.173437892,0.037986909,0.041316085,0.007970769,0
0.656357463,0.276255475,0.022779099,0.035046996,0.009560967,0
0.576914441,0.365312753,0.021214927,0.028346047,0.008211832,0
0.516872644,0.413491923,0.03350247,0.026964579,0.009168384,0
0.564807715,0.377297615,0.027692907,0.022331299,0.007870464,0
0.658189348,0.29189434399999997,0.024483283,0.018746492,0.006686533,0
0.772456071,0.184293584,0.019141779,0.018386014,0.005722552,0
0.860529378,0.10393954,0.013699137,0.016015803,0.005816142,0
0.704137866,0.100469328,0.084086579,0.070663666,0.040642562,0
0.746356158,0.108060155,0.041753125,0.061630503,0.042200058,0
0.794626426,0.146333489,0.017718841,0.024226111,0.017095134,0
0.758705401,0.184586403,0.003288472,0.037540225,0.015879498,0
0.705684067,0.16370188,0.028631229,0.074452971,0.027529853,0
0.708165265,0.109758613,0.049140726,0.091992858,0.040942538,0
0.761100409,0.066598917,0.061911037,0.040505077,0.069884559,0
0.708543211,0.11901721,0.059302919,0.03754531,0.07559135,0
0.616864869,0.193682159,0.052645001,0.077370223,0.059437748,0
0.526957398,0.296659026,0.054505997,0.086480912,0.035396668,0
0.522611927,0.331095856,0.065587606,0.058268986,0.022435625,0
0.520374974,0.344389423,0.066159296,0.042786145,0.026290162,0
0.558913738,0.310475699,0.052122219,0.047904604,0.030583741,0
0.557003819,0.30578468,0.043018112,0.066045011,0.028148379,0
0.623364389,0.258860812,0.024201684,0.080998078,0.012575038,0
0.624539755,0.20807169,0.066794319,0.092398912,0.008195325,0
0.598491167,0.231776227,0.081539567,0.057956928,0.03023611,0
0.551337712,0.2764206,0.1096398,0.020610718,0.041991171,0
0.548118083,0.278028263,0.102298251,0.033498426,0.038056977,0
0.544031736,0.26232109,0.093647502,0.055313036,0.044686636,0
0.565249508,0.277411129,0.079792389,0.041069934,0.03647704,0
0.533549865,0.289535818,0.087585779,0.050515501,0.038813037,0
0.661413366,0.135296444,0.063845181,0.106157686,0.033287323,0
0.565120316,0.20660684000000001,0.078581112,0.122885362,0.026806371,0
0.386836845,0.423562268,0.034075009,0.134015438,0.02151044,0
0.106544951,0.618294383,0.060596279,0.181786268,0.032778119,0
0.33578064,0.4075743,0.08041012,0.145758165,0.030476775,0
0.632547512,0.182339717,0.067377612,0.097935561,0.019799597,0
0.71890215,0.113787015,0.080383071,0.068660117,0.018267648,0
0.652325381,0.209754379,0.067148655,0.055469246,0.015302339,0
0.5199662,0.368738099,0.039606946,0.05665229,0.015036464,0
0.240471061,0.630974734,0.037893822,0.069256076,0.021404307,0
0.237695704,0.655587754,0.044426402,0.045843914,0.016446226,0
0.454007887,0.459766871,0.043792268,0.031077039,0.011355935,0
0.494688965,0.426644731,0.041540512,0.022980672,0.01414512,0
0.686469813,0.188979255,0.072604749,0.038157942,0.01378824,0
0.669087198,0.143186248,0.069453686,0.079390988,0.038881881,0
0.716156647,0.150491038,0.037034943,0.057961256,0.038356115,0
0.747896394,0.189875177,0.024083059,0.02151711,0.01662826,0
0.724758031,0.215488692,0.009836836,0.040433803,0.009482638,0
0.706667615,0.178507318,0.028171029,0.071803388,0.01485065,0
0.732584205,0.129456391,0.045413057,0.071124101,0.021422245,0
0.774655856,0.080837682,0.065435607,0.036196709,0.042874145,0
0.765058318,0.108342995,0.053139218,0.011447979,0.06201149,0
0.580248568,0.26353394,0.035631151,0.060596045,0.059990296,0
0.463964926,0.373107871,0.052276225,0.071183334,0.039467643,0
0.357456488,0.471419661,0.082431593,0.058682194,0.030010063,0
0.360522228,0.475859569,0.087910688,0.045131803,0.030575713,0
0.353968747,0.4429169,0.098817094,0.064803595,0.039493664,0
0.522489173,0.30716231,0.067359093,0.070158486,0.032830939,0
0.668932699,0.196084007,0.034955799,0.086925509,0.013101986,0
0.820978682,0.049304212,0.039364473,0.079966608,0.010386025,0
0.782349436,0.08585068,0.051282909,0.051837576,0.0286794,0
0.75298611,0.138915374,0.065255112,0.011541537,0.031301868,0
0.699631614,0.170752665,0.075004368,0.020715921,0.033895431,0
0.591185147,0.300420582,0.047672099,0.037796955,0.022925218,0
0.547113146,0.336682088,0.063876877,0.03025914,0.022068749,0
0.533380843,0.325964267,0.067979851,0.04872004,0.023955,0
0.677060091,0.183021508,0.057934945,0.06377068,0.018212777,0
0.627633448,0.208554624,0.075426514,0.073915078,0.014470336,0
0.620431104,0.243875569,0.044253884,0.079512061,0.011927382,0
0.507323878,0.357852667,0.008345343,0.108467099,0.018011012,0
0.442745985,0.408418716,0.023047921,0.1063235,0.019463878,0
0.612062105,0.174207075,0.083100525,0.108128612,0.022501684,0
0.700577043,0.109486716,0.094842438,0.078661235,0.016432568,0
0.70616251,0.158343689,0.060926691,0.060735653,0.013831457,0
0.575115968,0.298343037,0.054742786,0.057481276,0.014316933,0
0.648130716,0.220349177,0.066176281,0.048526854,0.016816972,0
0.691876861,0.138598815,0.056420097,0.075472165,0.037632062,0
0.750034599,0.126835085,0.040389643,0.051637584,0.031103089,0
0.785312772,0.152570126,0.024521957,0.022641473,0.014953672,0
0.751263666,0.182276612,0.01377881,0.041374867,0.011306045,0
0.745366355,0.146976894,0.023328254,0.068635597,0.015692899,0
0.800392597,0.067869182,0.040965455,0.062831258,0.027941508,0
0.84095309,0.028222048,0.063832611,0.022816952,0.0441753,0
0.755576801,0.106960204,0.06265963,0.029528147,0.045275218,0
0.625213831,0.223812649,0.049509093,0.067422324,0.034042103,0
0.56701238,0.298906723,0.051588924,0.064346215,0.018145758,0
0.541992801,0.327607987,0.065832337,0.048215296,0.016351579,0
0.570124294,0.313041544,0.062379383,0.037822568,0.016632211,0
0.561774255,0.297864808,0.066239163,0.051158982,0.022962792,0
0.581490355,0.281670889,0.05832747,0.059096145,0.019415141,0
0.563559358,0.304727124,0.030430335,0.089327424,0.011955759,0
0.636122688,0.200729822,0.053768121,0.098008882,0.011370488,0
0.56365827,0.250417018,0.081282835,0.073024076,0.0316178,0
0.597364976,0.226387306,0.139594031,0.005946346,0.030707341,0
0.562644456,0.186023858,0.157097309,0.062599222,0.031635155,0
0.579446092,0.185593023,0.122419628,0.082731661,0.029809597,0
0.557625531,0.238853337,0.11699897,0.062236331,0.02428583,0
0.556436471,0.220169797,0.102236293,0.096290649,0.02486679,0
0.71743059,0.041340414,0.093633484,0.127618986,0.019976525,0
0.625637411,0.166548146,0.082879193,0.116926217,0.008009034,0
0.546730872,0.272103195,0.037925834,0.133103732,0.010136367,0
0.541772624,0.266492597,0.030637022,0.145911076,0.015186681,0
0.307085873,0.374687445,0.094815206,0.198878905,0.02453257,0
0.524630356,0.209797852,0.117094783,0.129888638,0.018588371,0
0.461296067,0.36809296,0.088635443,0.067423006,0.014552524,0
0.532770917,0.377624735,0.040268342,0.041169636,0.00816637,0
0.457113255,0.475179779,0.026379898,0.031246417,0.010080651,0
0.550292778,0.40422104,0.018367528,0.019129929,0.007988725,0
0.514025766,0.440277265,0.022200898,0.017114964,0.006381107,0
0.599630566,0.348894806,0.025246101,0.017821502,0.008407025,0
0.644914479,0.27909911,0.03945121,0.028748448,0.007786753,0
0.697215565,0.11812909,0.083878267,0.069863961,0.030913117,0
0.7042929,0.135792147,0.057716253,0.063620321,0.038578379,0
0.756696756,0.139363044,0.039913936,0.037810603,0.026215662,0
0.756225194,0.184082636,0.023403181,0.023220162,0.013068827,0
0.729376492,0.17528968,0.023902627,0.053782625,0.017648577,0
0.725324846,0.121720049,0.043988297,0.079607111,0.029359697,0
0.787846259,0.049127824,0.070989739,0.045875604,0.046160574,0
0.760470205,0.078679383,0.08619702,0.018004641,0.056648751,0
0.673124122,0.155547981,0.067524421,0.052023361,0.051780115,0
0.56421427,0.279514847,0.05740434,0.0664281,0.032438443,0
0.513162221,0.351974266,0.064206812,0.054002386,0.016654314,0
0.501589919,0.371651648,0.071111934,0.039571844,0.016074655,0
0.541840449,0.349188736,0.057952266,0.027575148,0.0234434,0
0.541737832,0.342432599,0.048155988,0.043902315,0.023771266,0
0.61593782,0.289189367,0.029176895,0.049967424,0.015728494,0
0.653470334,0.254745206,0.019277247,0.065950821,0.006556392,0
0.684214733,0.203843527,0.043396687,0.057194523,0.01135053,0
0.638302993,0.244091187,0.069151187,0.029141106,0.019313527,0
0.714366315,0.173666844,0.085196806,0.009557795,0.01721224,0
0.780773918,0.09316261,0.080399884,0.030490663,0.015172925,0
0.789006747,0.094645109,0.068068846,0.0339099,0.014369398,0
0.720629404,0.154691158,0.076084792,0.033952041,0.014642605,0
0.78465555,0.102118438,0.046860423,0.053336412,0.013029178,0
0.80782752,0.076372756,0.048692564,0.057330857,0.009776304,0
0.779988046,0.105056499,0.041656441,0.066960166,0.006338847,0
0.732887334,0.154909922,0.030475863,0.073564632,0.008162248,0
0.815339177,0.079443424,0.036844281,0.058659963,0.009713155,0
0.892856564,0.026347185,0.037956425,0.036402446,0.00643738,0
0.82497503,0.105909063,0.039839425,0.024586544,0.004689938,0
0.828507239,0.125665513,0.027281541,0.014120943,0.004424764,0
0.803411923,0.16173211,0.017349796,0.01389035,0.003615821,0
0.793053055,0.169362646,0.018893482,0.014092687,0.00459813,0
0.733515904,0.229060952,0.016434712,0.015538695,0.005449738,0
0.622085564,0.320818983,0.027369564,0.023000798,0.006725092,0
0.721362145,0.137567356,0.072333166,0.051406408,0.017330926,0
0.685943233,0.146800451,0.065023049,0.064469985,0.037763282,0
0.750926716,0.134550176,0.044465662,0.039069608,0.030987839,0
0.770367752,0.166965357,0.022188559,0.02203309,0.018445242,0
0.72754396,0.192495115,0.017311616,0.047197728,0.015451581,0
0.726297536,0.142586954,0.040068835,0.070879048,0.020167627,0
0.773328548,0.076047201,0.056276286,0.05757967,0.036768296,0
0.805910202,0.043189546,0.073395296,0.019694411,0.057810545,0
0.737058416,0.104700465,0.061095487,0.039461471,0.057684161,0
0.613651153,0.21752791,0.056094607,0.071655939,0.041070391,0
0.559582128,0.289138883,0.070455697,0.060650661,0.020172632,0
0.527940273,0.319051566,0.091917998,0.042571159,0.018519003,0
0.55819666,0.302930435,0.088058094,0.029182786,0.021632025,0
0.566817396,0.276248139,0.085923704,0.047538159,0.023472602,0
0.619346734,0.246740743,0.066752874,0.051818569,0.015341081,0
0.664450109,0.232274707,0.038828546,0.060337549,0.00410909,0
0.70268085,0.188002569,0.044855365,0.050613167,0.013848049,0
0.646509295,0.241442498,0.058870177,0.026678369,0.026499661,0
0.607664354,0.273472145,0.081872103,0.011999489,0.024991911,0
0.566507703,0.276727039,0.093318931,0.039764807,0.023681519,0
0.64061342,0.185747004,0.095104923,0.051186043,0.027348609,0
0.675218028,0.149833085,0.104578488,0.044015947,0.026354451,0
0.668980304,0.132502108,0.099414365,0.072303261,0.026799962,0
0.634015555,0.204530298,0.072046569,0.07288257,0.016525009,0
0.492036505,0.33876633,0.070579185,0.086636108,0.011981873,0
0.342802759,0.490840226,0.036603499,0.110186884,0.019566632,0
0.396618,0.438683556,0.037894659,0.105846536,0.020957248,0
0.632663887,0.253141695,0.044087885,0.056374227,0.013732306,0
0.811813092,0.065735512,0.065476101,0.045964922,0.011010373,0
0.817665233,0.078836742,0.063392201,0.029859589,0.010246235,0
0.724872212,0.196453632,0.046273239,0.024427434,0.007973483,0
0.606979473,0.317466976,0.042186777,0.023435081,0.009931692,0
0.465610441,0.463002143,0.038806546,0.02114773,0.01143314,0
0.278484191,0.657846656,0.027146591,0.022855415,0.013667148,0
0.462908457,0.483552028,0.021285179,0.020693892,0.011560444,0
0.624875738,0.316958061,0.026466653,0.021598766,0.010100782,0
0.717686317,0.107770448,0.08546008,0.061678766,0.027404389,0
0.724754506,0.135560273,0.056332875,0.052398998,0.030953347,0
0.791509122,0.13612895,0.030729383,0.025247121,0.016385424,0
0.763471296,0.180399962,0.007794185,0.033101169,0.015233388,0
0.716872783,0.175868653,0.028847079,0.061822322,0.016589164,0
0.711071106,0.129262816,0.059110761,0.073572753,0.026982563,0
0.787080484,0.055590459,0.072991356,0.0296475,0.054690201,0
0.794545412,0.032220867,0.06800588,0.038018762,0.06720908,0
0.725523931,0.106946559,0.046290333,0.066264131,0.054975045,0
0.627834751,0.214756001,0.053230913,0.073972951,0.030205384,0
0.609275937,0.249594503,0.074040922,0.048816443,0.018272195,0
0.606761875,0.246984451,0.092824128,0.031196298,0.022233249,0
0.64584285,0.21020853,0.08792275,0.029878252,0.026147618,0
0.650942857,0.194835909,0.084143399,0.048668942,0.021408894,0
0.689124392,0.177076803,0.067979249,0.055891891,0.009927665,0
0.687598734,0.193951636,0.045781745,0.061956989,0.010710897,0
0.586028341,0.278255429,0.061662117,0.045780755,0.028273359,0
0.423408118,0.414092694,0.106200026,0.014799803,0.041499359,0
0.355236825,0.453045749,0.123061583,0.033699347,0.034956496,0
0.378386909,0.39561164,0.136116205,0.053885538,0.035999708,0
0.383344571,0.407723692,0.1163167,0.056370962,0.036244075,0
0.455574925,0.331898169,0.123629353,0.054768831,0.034128722,0
0.359668789,0.39420003,0.112950276,0.100661635,0.03251927,0
0.312096719,0.46444526,0.095667506,0.104292138,0.023498377,0
0.146893515,0.618806742,0.08110844,0.129163567,0.024027736,0
0.391222806,0.47615805,0.007301814,0.103204228,0.022113102,0
0.563169882,0.315040946,0.035267577,0.068583263,0.017938333,0
0.703162474,0.204969918,0.03541091,0.044126612,0.012330086,0
0.838778586,0.048774485,0.059293764,0.040499203,0.012653962,0
0.846532659,0.050599244,0.060641801,0.029639981,0.012586315,0
0.738703568,0.17810663,0.041456561,0.029738239,0.011995001,0
0.622688679,0.284014211,0.044353932,0.034446656,0.014496522,0
0.407654899,0.495835717,0.043020984,0.038456013,0.015032388,0
0.13868231,0.726448182,0.054320144,0.057611671,0.022937694,0
0.716911352,0.130818941,0.075017234,0.055826122,0.021426351,0
0.717928408,0.13659204,0.0499243,0.061026428,0.034528823,0
0.790099313,0.124750541,0.025537424,0.039548566,0.020064157,0
0.814384007,0.151934356,0.009038744,0.016705436,0.007937457,0
0.77702841,0.154352708,0.010505281,0.04513788,0.01297572,0
0.757786215,0.115011149,0.033302708,0.072575938,0.021323991,0
0.769196117,0.090721773,0.050340208,0.052798015,0.036943888,0
0.742239771,0.120322415,0.067920247,0.01529677,0.054220797,0
0.632372305,0.204230705,0.057195973,0.049927844,0.056273173,0
0.513045903,0.321423354,0.052193917,0.078516732,0.034820094,0
0.500573698,0.352338662,0.066578159,0.059061233,0.021448248,0
0.489187488,0.361501173,0.085568203,0.040304186,0.02343895,0
0.561188416,0.314182263,0.078540001,0.018747597,0.027341724,0
0.55560177,0.297798008,0.084709294,0.035772079,0.026118849,0
0.621800575,0.235674633,0.06219801,0.063150088,0.017176693,0
0.650271665,0.17095256,0.0569048,0.114599207,0.007271768,0
0.59541374,0.078184604,0.150684332,0.118732891,0.056984433,0
0.49009712,0.107003287,0.237299115,0.064976089,0.100624389,0
0.296880292,0.25744142,0.301751488,0.042974191,0.10095261,0
0.298464092,0.261349634,0.264859558,0.098287042,0.077039673,0
0.337956674,0.355853556,0.167269858,0.090118258,0.048801654,0
0.49856632,0.292679002,0.123976817,0.051607074,0.033170787,0
0.571232258,0.230333953,0.09301326,0.071865879,0.033554651,0
0.686286822,0.123347729,0.080781276,0.081155433,0.028428739,0
0.562820381,0.257769617,0.056294846,0.09617981,0.026935346,0
0.443004746,0.365090608,0.038180394,0.120791322,0.03293293,0
0.525411207,0.286186096,0.071753451,0.092287581,0.024361665,0
0.645966654,0.205208885,0.063075621,0.067300157,0.018448684,0
0.729315674,0.139831356,0.06862607,0.046976863,0.015250036,0
0.688453709,0.201369122,0.064320112,0.032979119,0.012877937,0
0.625494936,0.299737043,0.034835557,0.029771685,0.010160779,0
0.587041984,0.358084699,0.020389903,0.025196572,0.009286841,0
0.68850343,0.196296338,0.064024334,0.040569954,0.010605944,0
0.749172947,0.110640514,0.060104204,0.056268494,0.023813841,0
0.761838927,0.133130083,0.046169995,0.037949793,0.020911202,0
0.769051449,0.175953244,0.031799488,0.013385308,0.009810511,0
0.750065012,0.19778658,0.018726916,0.028234897,0.005186594,0
0.763806073,0.163402625,0.013783331,0.051061171,0.0079468,0
0.799153062,0.108302169,0.031336735,0.046386319,0.014821715,0
0.834899805,0.067050678,0.050312396,0.022323947,0.025413174,0
0.866004747,0.033206885,0.049414528,0.018569249,0.032804591,0
0.758398153,0.142539661,0.03452135,0.037146191,0.027394646,0
0.680665911,0.225521763,0.03945986,0.038251958,0.016100507,0
0.623337394,0.279331445,0.054848696,0.030233688,0.012248777,0
0.637963319,0.276393199,0.056256719,0.016949949,0.012436814,0
0.612753806,0.273918145,0.068451011,0.028017773,0.016859265,0
0.637994494,0.247579863,0.060715001,0.040641691,0.01306895,0
0.609489798,0.283779402,0.03548881,0.065943601,0.005298389,0
0.685545231,0.193844647,0.034785661,0.070255824,0.015568637,0
0.509990906,0.32044941,0.080299623,0.042735349,0.046524713,0
0.423868333,0.281490688,0.185052367,0.051120245,0.058468367,0
0.547679955,0.061050136,0.20467406,0.138234684,0.048361165,0
0.400519853,0.351620667,0.107358637,0.113803648,0.026697196,0
0.43436741,0.384025983,0.092660432,0.07370049,0.015245686,0
0.424584253,0.398556932,0.079034328,0.083689344,0.014135144,0
0.595900067,0.232863341,0.062706067,0.097029882,0.011500643,0
0.604513598,0.182263937,0.087062155,0.12057232700000001,0.005587983,0
0.514475607,0.231076493,0.055900721,0.180910121,0.017637058,0
0.418961305,0.381346761,0.041395517,0.138748304,0.019548113,0
0.383004113,0.442397911,0.04728772,0.107832875,0.019477381,0
0.430971532,0.412657083,0.076557868,0.066246406,0.013567111,0
0.242791146,0.60977874,0.08226624,0.054945736,0.010218138,0
0.186399531,0.69041262,0.057221123,0.055289583,0.010677143,0
0.401167128,0.511120621,0.03821892,0.039808002,0.00968533,0
0.693073598,0.101392399,0.099031689,0.070321992,0.036180321,0
0.705876303,0.129242692,0.062092245,0.064587445,0.038201315,0
0.742371253,0.16538416,0.041407924,0.028909642,0.021927021,0
0.736502124,0.210924918,0.019666167,0.019097246,0.013809545,0
0.710067201,0.193471355,0.023245523,0.05643616,0.016779761,0
0.700653,0.140708246,0.048172197,0.083288384,0.027178173,0
0.765511998,0.06461821,0.072561813,0.049130298,0.048177681,0
0.784413401,0.058734592,0.076961987,0.015226207,0.064663813,0
0.695280075,0.127635602,0.055120324,0.066557771,0.055406228,0
0.576780813,0.248985253,0.058176556,0.081008413,0.035048964,0
0.541093672,0.303128529,0.073504086,0.060459369,0.021814344,0
0.515009653,0.324034755,0.093203133,0.045800499,0.02195196,0
0.540123902,0.308674519,0.095635073,0.029882037,0.025684469,0
0.507422592,0.314913516,0.09598685,0.056790653,0.024886388,0
0.560692121,0.277400036,0.072910394,0.07893373,0.01006372,0
0.612994405,0.202336382,0.076535248,0.095793809,0.012340156,0
0.60081038,0.223025152,0.079945221,0.061057795,0.035161452,0
0.600949225,0.24510302,0.097904766,0.015912968,0.04013002,0
0.574802204,0.267278909,0.088081333,0.039514293,0.03032326,0
0.557657912,0.254641788,0.089216325,0.067844157,0.030639818,0
0.581771852,0.270456333,0.072432128,0.055798649,0.019541039,0
0.609673967,0.250217375,0.077601267,0.045911402,0.016595989,0
0.700561792,0.163184274,0.058890013,0.064631328,0.012732593,0
0.760379367,0.09216041,0.064717955,0.073851327,0.008890941,0
0.691850409,0.161785335,0.04423687,0.092240228,0.009887158,0
0.5720503,0.265795063,0.009505326,0.133142512,0.019506799,0
0.350482173,0.361821671,0.07300474,0.178761255,0.035930162,0
0.648842226,0.156705078,0.080730627,0.093884878,0.019837191,0
0.756230522,0.082484083,0.088153332,0.05807408,0.015057983,0
0.751254149,0.146324985,0.057707642,0.034496257,0.010216967,0
0.684961186,0.24060343,0.036953429,0.028591703,0.008890252,0
0.636472832,0.288582401,0.035037941,0.030247189,0.009659637,0
0.477390279,0.453002955,0.027317028,0.034391797,0.00789794,0
0.235035627,0.650822565,0.044917292,0.052084265,0.017140251,0
